1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
10	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
100	4
