1	A	1	Toy Story (1995)
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
1	B	1	4
